OCCU_DESC,WK_TYPE,CJOB_TYPE,CJOB_NAME1,CJOB_NO,CJOB_NAME2,AVAILREQNUM,STOP_DATE,JOB_DETAIL,CITYNAME,EXPERIENCE,WKTIME,SALARYCD,SALARY_L,SALARY_U,EDGRDESC,URL_QUERY,COMPNAME,TRANDATE,seg
兼職人員(安穩僱用計畫2.0),兼職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,1,額滿為止,1.咖啡吧台服務，包含點餐、收銀與結帳作業 2.咖啡及飲料製作、原物料準備、咖啡機操作 3.商品販售服務，包含咖啡豆、沖煮器具及其他商品等介紹與銷售服務 4.外送、清潔維護工作與其他店務作業，,台北市北投區,無,部份工時：時分至時分,時薪,168.0,168.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2472447&HIRE_ID=11475337,晨禾咖啡號,20220924,"['職人員', '安穩', '僱用', '計畫', '2.0']"
外場工作人員(符合安穩雇用2.0),全職,16,旅遊／餐飲／休閒,160206,廚師助理,2,20230630,煎台、清潔、點餐補貨,台北市南港區,無,輪班二班制,月薪,25250.0,35000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2461505&HIRE_ID=11365439,豆漿哥小吃專門店,20220804,"['外場', '人員', '安穩', '2.0', '雇用', '符合', '工作']"
機電,全職,11,營建／製圖／施作,110318,建築物電力系統維修工,5,20221123,機電設備維護. 消防設備維護. 空調維護,台北市不限,1年以上,日班、夜班、輪班三班制、中班,月薪,34000.0,,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=105065&HIRE_ID=11474221,潤泰集團 / 潤泰公寓大廈管理維護股份有限公司,20221007,['機電']
摩斯漢堡營運儲備幹部,全職,1,經營／行政／總務,10105,儲備幹部,7,20230107,摩斯漢堡營運儲備幹部1.營運現場各大工作站流程熟悉與管理。2.商品知識與食品安全概念的認識與執行。3.顧客服務技巧、客訴處理、產品面銷、商圈經營。4.庫存管理/盤點、設備維護。5.現金管理、營業報表分析、營運成本的控管。6.人員領導統馭、人才培育。,台北市不限,無,輪班三班制,月薪,33000.0,35000.0,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=41434&HIRE_ID=11569953,安心食品服務股份有限公司,20221114,['摩斯漢堡營運儲備幹部']
早班正職櫃台人員,全職,6,客服／門市,60203,專櫃／門市（人員／儲備幹部）,1,額滿為止,1.底薪 33000，元以上＋績效津貼。2.高中職以上，細心謹慎，會一點電腦。3.櫃檯現金收付，消費現金或刷卡結帳，接聽內外線電話，櫃台接待。4.資料處理，門市接待5.環境整理，收發信件，★誠摯邀請加入招募Line / ID：0989500389 nico楊★聯絡人員 楊經理 0989-500-389，,台北市松山區,無,日班,月薪,33000.0,50000.0,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2477267&HIRE_ID=11535847,浪漫峇里時尚健康有限公司,20221021,['早班正職櫃台人員']
（安穩僱用計畫）房務員,全職,16,旅遊／餐飲／休閒,160105,房務員,2,20230630,1.旅館內房間與工作區域之清潔工作。2.日常清潔保養工作與定期保養工作。3.其它清潔相關交辦事項。,台北市中正區,無,日班、中班,月薪,28000.0,40000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1006902&HIRE_ID=10792561,新驛股份有限公司,20220623,"['安穩', '僱用', '計畫', '房務員']"
機車宅配專員(台北所),全職,15,物流／運輸／資材,150104,外務及快遞人員,3,20221122,"◎#051.以騎乘機車方式進行包裹配送，專人輔導上線2.配送區域就是你的生活圈(往返約1.5公里)3.溫馨、安全、健康的工作環境4.每月一天有薪生理假，歡迎無經驗人員投遞履歷月薪：30,000元，業績獎金另計",台北市南港區,無,日班,月薪,30000.0,,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1197633&HIRE_ID=11471883,新瑞宅配股份有限公司,20220922,"['機車', '宅配', '專員', '台北']"
智慧機電FAE專案工程師/專案經理/專案副理,全職,10,技術／維修／操作,100122,FAE工程師,1,20230131,1.負責智機FAE單位管理及與相關單位之溝通協調工作(視學經歷決定是否擔任管理職)。2.除個人Technical Support 專業外，並具備Presale能力，可陪訪業務至客戶端演示及說明。3.專精IIOT工業機設備具設備產品遠程監控系統(振動、溫度、電壓、電流…)4.至客戶端現場了解需求，方案規劃。5.孰悉使用網通產品(路由器，wifi AP)，網路架設、室內配電等工務。6.指導客戶產品設定使用方式。7.客戶端技術支持與現場測試安裝(需戶外、現場施工及跨縣市支援)。,台北市南港區,2年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),,,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=24688&HIRE_ID=11555703,東訊股份有限公司,20221101,"['專案', '副理', '機電', 'FAE', '工程師', '經理', '智慧']"
洗碗清潔人員,全職,16,旅遊／餐飲／休閒,160208,廚務清潔員,2,20221214,環境清潔碗盤清洗歸位工作時間1000-2200(中間空班1430-1630),台北市文山區,無,日班,月薪,30000.0,,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2276291&HIRE_ID=11519921,靚點股份有限公司,20221014,['洗碗清潔人員']
品質管理分析師,全職,8,資訊／軟體／系統,80190,其他資訊專業人員,1,20230109,1. 定期管理各項品質指標管控機制運作，包含 品質數據分析；異常風險探測；模型假定；檢討矯正與預防 等管理運作。2. 維護品質數據資料庫，確保資料完整。定期維護並評估新建數據分析資料維度以利品質風險預測模型完善。3. 提案並執行部門品質管控相關之專案任務，包含規劃、協調、執行與推廣。確保品質改善成效持續成長。4. 執行通路公告與會議宣導，溝通管制措施，協助通路持續自主管理。,台北市內湖區,無,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),,,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=44531&HIRE_ID=11576953,遠傳電信股份有限公司,20221109,['品質管理分析師']
門市計時人員,全職,6,客服／門市,60202,賣場（人員／儲備幹部）,2,額滿為止,1.協助執行門市營運、維護2.收貨、點貨、進貨及商品上架等3.接待讀者，介紹商品4.收銀、結帳等服務5.維持門市清潔6.各門市營業項目相關流程執行7.其他主管交辦事項,台北市中正區,無,中班,時薪,170.0,170.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2480263&HIRE_ID=11509933,純良社書店有限公司,20221011,['門市計時人員']
《11/24艋舺站小徵》儲備幹部 （打狗霸內外場、ice papa、冷凍食品） █無經驗可,全職,1,經營／行政／總務,10105,儲備幹部,5,20221124,"飯店事業體、打狗霸—商務飯店之餐飲管理及人力調度【11/24(四) 下午2:00-4:00 ,艋舺站辦理微型現場徵才活動】",台北市不限,1年以上,輪班二班制,月薪,28000.0,33000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=791733&HIRE_ID=11585623,城市商旅股份有限公司,20221114,"['11', '24', '小徵', '儲備幹部', '打狗', '霸內', '外場', 'ice', 'papa', '冷凍', '無經驗', '食品']"
遊輪、航空總代理B2B誠徵人才(需有經驗),全職,16,旅遊／餐飲／休閒,160108,OP／旅行社人員,2,額滿為止,航空公司訂位開票、遊輪訂位 1.反應快，細心有責任感，且具有獨立解決問題能力。 2. 熟悉訂位系統操作，能獨立訂位及開票者。 4.有耐心處理文書以及資料KEY IN，Data Entry正確度高。 5. 工作態度積極、有責任感、不怕學習新技能新產品。 6.需有良好英文書信溝通能力。 7. 遊輪訂位，對帳、請款等相關事宜。 ,台北市中山區,5年以上,日班,月薪,40000.0,50000.0,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=103081&HIRE_ID=11566327,歐樂旅行社股份有限公司,20221104,"['遊輪', 'B2B', '誠徵', '經驗', '需有', '代理', '人才', '航空']"
行政助理,全職,1,經營／行政／總務,10206,行政助理,1,20230104,1)一般內勤文書資料處理熟悉電腦文書軟體，並具有TQC證書，或電腦文書證照。 2)庶務性行政工作如協助郵寄及收發信件，剪報、影印(熟悉使用AUTOCAD)3) 負責辦公室環境與設備之清潔與維護4)主管交辦事項 5) 具會計基礎佳，,台北市大安區,無,日班,月薪,25250.0,25250.0,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=931010&HIRE_ID=11565575,鴻谷開發股份有限公司,20221104,['行政助理']
南港養護中心大夜教保員,全職,14,教育／學術／研究,140121,教保員,1,20221123,服務對象：成年智能障礙者工作職責：夜間人員負責住宿服務使用者早晚飲食、梳洗、就寢、環境衛生及安全工作事宜。,台北市南港區,1年以上,夜班,月薪,38195.0,,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=11294&HIRE_ID=11474537,財團法人育成社會福利基金會,20220923,['南港養護中心大夜教保員']
住宿機構照服員,全職,17,醫療／美容／保健,170113,照顧服務員,10,20230114,機構名稱：力麗長青長照社團法人附設台北市私立樂活住宿長照機構住民生活照顧、復健訓練,台北市萬華區,2年以上,日班、夜班、輪班二班制,月薪,32000.0,40000.0,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2438275&HIRE_ID=11585861,力麗長青長照社團法人,20221114,['住宿機構照服員']
善菓屋A11店-麵包店門市人員,全職,6,客服／門市,60203,專櫃／門市（人員／儲備幹部）,2,20221119,如果你喜歡沉浸在麵包香味中， 也喜歡與顧客分享和互動， 那麼~你就是我們要找的工作夥伴！ 工作內容1.肯努力學習的上進心。態度佳，配合高。2.產品銷售、產品介紹及試吃。 3.顧客服務。 4.維護工作站的清潔衛生。 5.負責賣場門市營運作業處理。 6.執行各項促銷專案與主管交辦事務。喜歡健康蔬食、喜歡帶給人溫暖笑容食物的朋友歡迎來認識我們！加入我們！ ,台北市信義區,無,日班、輪班二班制、中班,月薪,28000.0,32000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2370547&HIRE_ID=11463433,善菓餐飲國際股份有限公司,20221020,['善菓屋A11店-麵包店門市人員']
【杏子豬排】台北車站微風店-外場儲備幹部,全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,3,20230102,↗外場服務夥伴↙1. 餐桌佈置及整潔服務2. 顧客接待及座位安排3. 回覆顧客點餐需求與提供建議4. 提供顧客桌邊服務5. 內場廚房支援備料6. 整潔門市環境與餐具保養,台北市中正區,無,日班、夜班,月薪,28600.0,32600.0,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2311647&HIRE_ID=11560255,王座國際餐飲股份有限公司,20221102,"['豬排', '車站', '微風店', '外場儲備幹部', '杏子', '台北']"
勞務行政人員(派駐法務部行政執行署士林分署),全職,1,經營／行政／總務,10206,行政助理,3,20221127,1.收發公文、公文歸檔、會議資料整理           2.其他相關行政工作的交辦事項3.整理檔案室資料意者請先電洽0910198449陳小姐或E-MAIL：baby081510080710@gmail.com履歷,台北市內湖區,1年以上,日班,月薪,25250.0,,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1083802&HIRE_ID=11479259,合茂人力派遣股份有限公司,20220927,"['分署', '勞務', '行政人員', '法務部', '士林', '行署', '行政']"
時薪晨間理貨員,全職,22,其他職類,220101,兼職人員,6,20221130,1.包裹、文件收送貨服務。2.協助業務司機包裹上下車、分類及堆疊作業。3.其他庶務處理。4.其他：上班時間：04:00-08:00(可議)工作待遇：時薪168元  (介於23:00~07:00每小時加給夜點津貼42元)工作地點：台北市內湖、信義；新北市瑞芳區,台北市不限,無,日班,時薪,168.0,168.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=17880&HIRE_ID=11472479,統一速達股份有限公司,20221111,['時薪晨間理貨員']
保險市場行銷經理,全職,2,業務／貿易／銷售,20101,業務主管,2,20221231,醫聯網已經建構包括健康檢查、健康管理、醫療及照護等完整線上線下整合服務系統，是金融保險業落實ESG的最佳合作夥伴。我們誠徵拓展企業市場的夥伴，加入最有前景的數位健康產業，本職務相關工作說明如下:一、保險客戶之開發及關係管理二、保戶健康及照護關懷計畫提供三、健康檢查、醫療及照護需求規劃四、各種智能(AI)健康照護服務商品之推廣,台北市南港區,無,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),,,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1151413&HIRE_ID=11370527,眾匯智能健康股份有限公司,20220806,['保險市場行銷經理']
內外場正職人員(32000-月休８天) (安穩僱用2.0),全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,2,額滿為止,內外場正職人員(月休８天，需排休)（享政府的就業保險．健保．職災保險．獎金）主要是餐廳內外場工作協助餐廳開店到下班閉店中間有休息時間全勤獎金績效獎金,台北市信義區,無,日班、夜班、中班,月薪,32000.0,32000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2461977&HIRE_ID=11502569,承希食坊,20221101,"['外場正職人員', '32000', '安穩', '僱用', '2.0']"
工務學徒,全職,11,營建／製圖／施作,110113,工務人員／助理,2,20221217,◎材料裁切，成品組裝/安裝◎操作控制及故障排除◎五金配件使用◎手工具使用◎木工機器使用◎材料識別與應用,台北市大安區,無,日班,月薪,28000.0,33000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2365229&HIRE_ID=11522645,惠明股份有限公司,20221017,['工務學徒']
【保障底薪＋高獎金＋福利優】近小巨蛋站，完整培訓不加班，優質名單見紅休~白蘭氏電銷專員！(專案),全職,2,業務／貿易／銷售,20302,電話行銷人員,5,20230131,1. 電話開發客戶，提供白蘭氏健康一錠系列（如葉黃素、五味子芝麻錠）商品優惠訊息。2. 創造客戶的需求，進行產品組合並推廣服務及解說。3. 提供專業的顧客售後服務，與顧客維持良好的關係。【白蘭氏的優勢】 ＊優渥薪資＊業界經常藉由高底薪＋高獎金的口號吸引人才，但求職者往往進去公司之後才察覺到高獎金是遙不可及的目標，導致最後只能拿到底薪。在白蘭氏，我們每月保障底薪，加上可達成的業績目標，每一位都能獲得優渥獎金，隨著話術的精進，薪資逐步提升，最高獎金無上限！＊品牌優勢＊白蘭氏已有180年的歷史，雞精燕窩等產品已是家喻戶曉，廣受大眾歡迎。消費者對於我們的健康食品更加的放心，願意聆聽產品介紹，達成高成交率。＊工作時間穩定＊朝九晚六，週休二日，見紅就休。＊工作地點交通方便＊小巨蛋旁（鄰近捷運小巨蛋站-走路5分鐘）＊不外出開發名單＊由公司提供優質名單，完全內勤工作。＊完整新人培訓＊正式上線前，我們會提供完整的新人話術及營養師產品知識培訓課程，不論是有/無電銷經驗者都可以快速的上手，拿到高額獎金。培訓期有額外新人訓練津貼及新人全勤獎金。＊升遷管道＊不論資歷，只要有能力，態度佳，敢衝敢拼，都有機會晉升主管。＊優於勞基法的福利制度＊禮金－開工紅包活動－春酒保險－團險休假－依照勞基法規定：特休假、婚假、(陪)產假以及半薪病假等福利制度依照公司現行為主,台北市松山區,無,日班,月薪,25250.0,170000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=699591&HIRE_ID=11218143,馬來西亞商白蘭氏三得利股份有限公司BRAND's Suntory Ltd.,20220610,"['巨蛋', '高獎', '近小', '培訓', '優質名', '單見', '紅休', '白蘭氏', '電銷', '專員', '專案', '底薪', '加班', '福利', '完整', '保障']"
廚房人員,全職,16,旅遊／餐飲／休閒,160202,中/西餐烹飪廚師,1,20221231,從事食材的準備、處理及烹調中/西式菜餚並負責研發新料理。,台北市大安區,無,日班、中班,月薪,31000.0,35000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2420771&HIRE_ID=11366651,忠孝庇護工場,20220804,['廚房人員']
房務員,全職,16,旅遊／餐飲／休閒,160105,房務員,5,20221207,1. 負責客房清潔及保養工作。2. 客房備品管理。3. 收送客衣。,台北市中山區,無,日班,月薪,28000.0,30000.0,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=512946&HIRE_ID=11506011,美麗信酒店股份有限公司,20221007,['房務員']
路易莎咖啡兼職人員【中山承德店】,全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,5,20221220,"◎※※歡迎熱愛咖啡及輕食文化的您加入我們的團隊,工作內容如下：1.咖啡及其他飲品調製。2.製作簡易餐點/輕食。3.結帳與收銀，整理現金收據。4.維護工作環境。5.咖啡豆及冲煮器具之專業介紹和銷售。6.定期盤點飲料與食材。",台北市中山區,無,日班、夜班、輪班二班制,時薪,168.0,168.0,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2316199&HIRE_ID=11531101,路易莎職人咖啡股份有限公司,20221020,"['路易莎', '職人員', '承德', '咖啡', '中山']"
記查帳助理,全職,4,財務／金融／保險,40105,會計/出納/記帳人員,1,20231231,1.帳務處理、營業稅申報、扣繳申報等各項申報作業 2.查核、編製財務報表及稅務申報 3.具有事務所相關工作經驗佳，無經驗亦可。 4.可學習發展會計稅務專業能力。 5.個性開朗負責，並具細心及耐心。 6.需具相關科系畢業。，,台北市大安區,無,日班,月薪,28000.0,32000.0,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=91041&HIRE_ID=11520327,勤敏會計師事務所,20221014,['記查帳助理']
《11/18艋舺站小徵》外場正職人員,全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,8,20221118,"1.顧客接待服務。2.點餐送餐服務。3.環境清潔維護。 【11/18(五) 下午1:00-3:00 ,艋舺站辦理微型現場徵才活動】",台北市不限,無,輪班二班制,月薪,28000.0,35000.0,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2250755&HIRE_ID=11574299,杰立餐飲股份有限公司,20221108,"['11', '18', '小徵', '外場正職人員']"
3D Lighting Artist 燈光師,全職,13,傳播／娛樂／藝術,130104,影片製作專業人員,1,20221116,"1.負責電視電影3D動畫之lighting,render製作2.熟悉動畫產業燈光渲染，能獨立完成燈光及合成為佳",台北市內湖區,無,日班,月薪,28000.0,70000.0,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1100066&HIRE_ID=11459551,兔將創意影業股份有限公司,20220916,"['3D', 'Lighting', 'Artist', '燈光師']"
護理師,全職,17,醫療／美容／保健,170115,護理師/護士,1,額滿為止,具有護理師或護士資格，從事專業護理服務工作。，,台北市大安區,1年以上,日班,月薪,33000.0,40000.0,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=843877&HIRE_ID=11524147,優美診所,20221017,['護理師']
房務員,全職,16,旅遊／餐飲／休閒,160105,房務員,2,額滿為止,1.客房清潔整理，補充房間備品，並定期進行客房保養。2.工作機具定期清潔保養。3.執行常規性清洗計劃。4.房客遺留物品妥善通報與處理。5.收集客衣，提供送件與收件服務。6.須可配合人力彈性調度。7.其他主管交辦事項。,台北市大安區,無,日班,月薪,29000.0,31000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=921799&HIRE_ID=11516423,福容大飯店股份有限公司台北分公司,20221013,['房務員']
門市人員,全職,6,客服／門市,60203,專櫃／門市（人員／儲備幹部）,10,20221221,店舖各項庶務工作(如：收銀、清潔、補貨及店長交辦事項等)，另需依主管指派於負責區域內各店舖進行支援,台北市不限,無,日班、夜班、中班,月薪,28000.0,32000.0,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=105593&HIRE_ID=11533729,全家便利商店股份有限公司,20221021,['門市人員']
髮廊業務開發專員,全職,2,業務／貿易／銷售,20102,業務人員,3,額滿為止,1. 陌生拜訪髮廊2. 推薦店用操作品，並完成銷售.3. 推銷店販居家洗護商品. 4. 客戶關係維護及收款，,台北市不限,1年以上,日班,月薪,30000.0,35000.0,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2478929&HIRE_ID=11543217,法莎德有限公司 ,20221026,['髮廊業務開發專員']
國外業務專員,全職,2,業務／貿易／銷售,20102,業務人員,2,20221219,1.開發潛在客戶，拓展市場，以達成業績目標。2.定期報告銷售進度及市場佔有率。3.規劃國際商展，參與企劃，協調行銷活動。4.針對客戶提出的合約作初步評估，並在必要時尋求其他部門協助，以即時回應客戶需求。5.提供報價確認訂單，以準時出貨。6.需能接受不定期國外出差(約1~2週)。,台北市內湖區,3年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),,,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=468685&HIRE_ID=11528113,科思達國際股份有限公司,20221019,['國外業務專員']
(11/21小徵)麵包二手 (外店工廠、中央工廠),全職,16,旅遊／餐飲／休閒,160203,西點、麵包烘焙人員,10,20221121,"1.裝飾、攪拌、整形、烘烤、丹麥製作皆需熟練。2.相關工作經驗需4-5年以上。3.內部協助管理，配合主管指示完成任務。4.具有成本概念，原物料及麵包品質控管。5.內場環境衛生之維護管理。【111年11/21(一) 下午2-4時,景美站辦理微型現場徵才活動】",台北市不限,4年以上,日班、夜班、輪班三班制、中班,月薪,32000.0,,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=153046&HIRE_ID=11579467,一之軒食品有限公司,20221110,"['工廠', '11', '21', '小徵', '外店', '二手', '中央']"
社區機動秘書(南港東明站-11/17(四)下午2-4點小徵),全職,1,經營／行政／總務,10202,行政事務秘書,2,20221117,(南港東明站-11/17(四)下午2-4點小徵)訪客接待服務、電腦文書作業、協助會議執行及溝通協調、其他交辦事項工作時間08:00-17:00／12:00-21:00(排班制)或08:00-17:00(月休8天+國定假日排休),台北市不限,無,日班、中班,月薪,33000.0,36000.0,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=7218&HIRE_ID=11579257,安橋保全股份有限公司,20221110,"['社區', '機動', '秘書', '東明', '11', '17', '點小徵', '南港', '下午']"
西餐外場服務員,全職,16,旅遊／餐飲／休閒,160205,飯店工作人員,2,20231231,oft Kitchen 以無國界料理為核心主要供應早餐、午餐及晚間輕食，精心選用各式食材結合不同料理手法佐以精緻擺盤，讓顧客能夠在享用美味餐食，希望邀請敢衝敢玩、不怕嘗試、喜歡顛覆傳統的一級玩家們加入這個充滿幹勁的團隊，跟我們一起玩轉南港飯店新型態！ 【西餐外場服務員】 - 以專業、熱情及友善的態度提供餐飲服務 - 了解餐廳營運商品相關知識，提供顧客酒水及餐點介紹與推薦 - 餐廳結帳及收銀相關工作 - 會議型態場佈- 主管交辦事項及跨部門溝通 **早班另提供早班津貼,台北市南港區,無,日班,月薪,26000.0,30000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2371691&HIRE_ID=11567029,南港老爺股份有限公司,20221104,['西餐外場服務員']
《11/23艋舺站小徵》欣葉日本料理外場領檯接待,全職,16,旅遊／餐飲／休閒,160104,櫃檯服務人員,10,20221123,"1.安排預約來賓用餐相關事宜。 2.訂位系統設備相關操作。 3.帶位服務、現場來客座位安排。 4.飲品服務上桌。 5.支援櫃台出納/訂席相關工作。 6.年節專案銷售相關協助。 7.行政事務協助處理。 8.主管交辦事項。 【11/23(三) 下午1:00-4:00 ,艋舺站辦理微型現場徵才活動】",台北市不限,無,輪班二班制,月薪,33000.0,36000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=49156&HIRE_ID=11577795,欣葉國際餐飲股份有限公司,20221109,"['11', '23', '小徵', '欣葉', '外場領', '日本料理', '接待']"
廚師,全職,16,旅遊／餐飲／休閒,160202,中/西餐烹飪廚師,2,20221226,#13◎1.具飯店廚房一年以上經驗。2.具中西餐丙級證照。3.對飲食烹調有高度熱情。,台北市中山區,1年以上,輪班二班制,月薪,26000.0,,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=512946&HIRE_ID=11543129,美麗信酒店股份有限公司,20221026,['廚師']
顧客服務幹部,全職,6,客服／門市,60102,客戶服務人員,1,額滿為止,1. 顧客意見與緊急事故處理2. 服務品質稽核專案執行3. 服務教育訓練講師4. 協助外籍顧客簡易翻譯服務(英文為主)※ 享每月員工膳食福利※ 不定期部門聚餐※ 設備齊全的休息用餐空間※早班：10:30-19:00/晚班：13:30-22:00/全天班：10:30-22:30(約4天/每月),台北市中山區,1年以上,,月薪,29000.0,32000.0,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=370910&HIRE_ID=11520167,美麗華城巿發展股份有限公司,20221024,['顧客服務幹部']
,全職,17,醫療／美容／保健,170113,照顧服務員,5,20221206,照顧病患生活起居(翻身、拍背、抽痰、灌食),台北市大同區,無,日班、夜班、輪班二班制,月薪,27500.0,,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=791470&HIRE_ID=11586161,臺北市私立晉安老人長期照顧中心（養護型）,20221114,['nan']
,全職,19,清潔／家事／托育(保母),190201,家事服務員,1,20221121,家務和照顧小孩,台北市松山區,無,日班,月薪,32761.0,,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2481959&HIRE_ID=11549737,陳煥天,20221028,['nan']
品管/品保主管,全職,9,品管／製造／環衛,90102,品管/品保主管,1,額滿為止,1.系統組裝及外包生產產品的品質監控管理. 2.品質異常追蹤改善及改善對策的審核與管理. 3.報表維護與管理以及相關的系統文件簽核,台北市北投區,2年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),,,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=153853&HIRE_ID=11507973,艾訊股份有限公司,20221007,"['品管', '品保', '主管']"
微風台北車站店店員(正職),全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,5,額滿為止,1. 工作內容:餐點備置、顧客服務、環境維護、現場營運管理。 2. 餐廳型態。,台北市中正區,無,輪班二班制,月薪,35000.0,,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1128127&HIRE_ID=11569809,台灣一風堂股份有限公司,20221114,"['微風', '車站', '店員', '正職', '台北']"
電信資深業務(行網/固網),全職,8,資訊／軟體／系統,80190,其他資訊專業人員,10,20230109,工作內容1. 開發暨維護大台北地區企業客戶需求，確保營收持續增長並創造更高業績。2. 提供企業客戶專業的顧問式服務，協助挖掘痛點，提供電信產品「行網」及「固網」相關應用規劃，    執行整合概念之銷售模式，提供企業客戶完整的解決方案。,台北市內湖區,無,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),,,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=44531&HIRE_ID=11576957,遠傳電信股份有限公司,20221109,"['電信', '資深', '業務', '行網', '固網']"
